23,6
6,8
6,7
75,18
49,17
30,2
48,9
30,15
36,13
52,19
6,19
88,10
27,4
5,5
3,7
65,12
36,9
64,16
27,16
64,19
59,4
76,5
30,14
51,19
60,13
81,0
97,7
24,0
51,12
23,6
66,19
12,2
97,6
17,3
99,16
50,15
30,2
17,13
7,18
98,16
79,16
14,18
42,12
24,4
98,1
11,17
23,16
40,7
82,4
31,13
16,10
64,11
30,3
45,0
56,17
39,14
83,19
31,8
62,9
10,9
52,11
28,14
92,14
62,2
75,5
44,6
45,7
91,6
87,14
84,7
79,16
45,0
49,10
12,5
43,2
39,4
57,13
75,9
75,2
93,11
0,11
54,18
91,2
19,17
9,17
26,19
79,6
29,2
81,1
61,6
96,3
2,0
81,5
90,10
80,15
67,12
56,7
79,5
60,11
79,12
39,6
92,14
81,11
30,5
47,15
46,4
2,17
76,18
27,8
3,1
98,6
13,14
93,17
94,19
44,18
32,10
83,1
73,14
80,16
26,0
87,13
36,7
60,19
81,9
29,5
4,6
45,13
51,16
69,4
67,16
37,11
74,19
60,16
96,13
53,7
59,9
13,19
14,19
79,1
60,6
73,19
71,13
82,18
64,11
38,18
98,16
18,7
88,4
89,10
23,9
38,6
81,5
29,13
24,0
37,11
50,0
29,13
31,2
72,8
17,18
34,1
4,7
16,9
91,5
39,2
13,12
34,9
21,10
3,18
10,18
49,18
11,16
51,0
60,13
16,4
33,3
42,18
39,17
73,14
2,1
59,1
87,4
54,2
67,16
94,12
28,1
25,13
86,13
84,0
83,14
53,5
25,6
90,9
77,15
81,13
58,13
39,2
91,3
17,15
15,2
88,13
98,18
97,5
88,8
40,17
86,5
11,3
85,0
94,1
25,15
3,18
59,12
44,7
11,19
28,7
88,13
51,14
41,7
9,12
53,17
35,14
11,2
71,6
73,16
94,15
43,14
3,13
9,15
22,18
45,3
6,7
18,16
64,14
91,1
46,8
28,7
37,8
5,17
68,7
76,11
42,7
15,13
70,14
87,1
37,16
79,19
99,6
15,16
96,15
54,5
20,0
26,6
34,7
72,19
67,4
98,9
21,17
94,18
67,6
54,11
84,5
56,14
40,0
25,0
13,19
41,5
85,9
11,19
58,3
68,14
71,0
37,5
29,5
66,10
42,16
61,16
29,1
5,10
0,5
29,5
4,3
84,15
35,13
90,18
24,8
85,7
4,8
35,12
80,10
53,2
88,1
17,1
11,11
24,18
76,5
50,10
49,15
96,9
58,6
20,6
46,13
64,7
31,14
61,1
88,1
62,16
68,11
22,5
49,9
11,2
75,13
85,0
80,18
51,12
69,0
33,12
90,7
19,4
99,1
34,16
99,2
21,6
59,16
20,9
37,5
48,14
85,8
94,10
52,14
15,1
24,17
40,11
14,14
80,3
61,1
11,11
62,13
34,2
88,12
42,17
1,16
89,18
3,7
16,9
7,17
38,19
92,11
18,7
60,18
90,17
72,15
60,15
61,5
1,18
96,13
44,4
62,9
53,14
72,9
8,9
80,0
2,13
68,9
47,18
69,18
33,12
84,5
80,3
64,12
71,17
9,1
16,18
28,13
64,1
97,10
38,1
14,10
42,1
93,4
6,17
89,7
13,18
94,2
76,4
7,16
7,2
10,7
96,16
7,17
46,5
81,10
1,17
86,1
98,17
94,19
60,15
76,13
55,13
89,11
32,5
74,18
16,19
24,19
9,6
71,14
24,2
4,17
18,3
89,3
55,15
27,10
48,14
82,8
69,3
14,18
11,11
17,17
24,2
78,6
42,19
0,15
21,18
51,12
77,12
61,9
27,14
1,9
76,18
71,12
37,10
72,6
30,5
83,19
94,1
97,15
20,19
6,19
56,14
22,2
61,14
43,7
96,17
60,8
94,12
47,4
94,4
91,19
29,1
70,18
91,3
83,14
47,4
36,13
71,2
43,16
47,17
67,4
25,10
54,16
42,19
89,9
52,0
48,17
51,11
48,15
37,12
43,7
54,19
88,2
9,2
68,12
51,16
29,18
14,12
81,12
41,12
55,15
15,1
34,17
21,0
51,2
34,16
74,3
26,15
16,6
47,10
13,16
68,12
49,11
67,7
41,5
63,15
51,18
75,13
34,2
47,8
81,18
96,2
19,17
63,17
54,0
95,14
93,12
7,4
90,12
40,19
21,1
80,3
6,5
13,11
59,1
48,6
47,8
21,12
23,18
28,4
72,6
79,19
36,6
68,1
54,17
6,16
9,14
95,16
21,10
71,7
30,16
73,10
13,9
72,1
57,12
90,13
95,18
85,19
11,4
58,18
56,13
23,5
5,16
24,19
18,19
87,16
14,9
46,9
19,14
78,9
1,9
49,7
71,17
3,19
77,1
6,16
71,1
29,4
3,5
33,0
70,13
96,4
23,11
86,3
17,2
17,8
80,16
88,0
84,19
84,8
34,5
20,10
0,17
59,4
28,15
68,10
73,7
90,6
6,7
14,7
31,0
10,2
73,14
36,4
30,15
76,8
55,13
31,13
64,5
73,5
74,5
86,6
3,7
57,6
50,8
89,2
93,3
42,19
21,17
88,8
73,6
48,8
36,0
44,9
33,5
40,19
40,3
42,19
71,19
70,0
91,14
81,11
86,4
48,3
99,7
38,3
33,17
14,5
43,2
58,1
40,0
14,3
51,14
69,18
3,8
43,0
70,1
7,3
64,7
32,14
7,0
36,10
41,13
84,5
54,8
19,1
77,19
13,11
98,5
55,18
66,18
22,14
46,2
70,13
41,15
42,0
50,18
78,5
75,1
85,10
93,4
12,6
16,6
47,4
58,8
23,16
31,4
58,10
12,8
60,6
99,9
34,18
3,11
97,15
25,15
49,6
91,4
52,8
20,13
62,14
25,8
70,19
31,3
19,12
23,7
50,17
64,6
33,14
27,10
29,5
17,5
68,15
20,16
69,18
95,4
97,1
74,19
32,16
91,4
17,4
64,15
60,11
9,8
49,17
77,16
70,10
93,1
70,0
77,18
36,13
40,18
84,17
39,19
73,10
69,0
84,18
86,5
9,19
70,15
28,15
9,11
63,2
82,19
31,8
53,12
80,4
22,16
88,11
72,16
52,2
10,14
25,2
89,12
53,10
23,5
49,12
60,1
45,3
36,9
12,1
53,9
6,4
11,14
99,1
77,16
17,0
66,12
35,16
58,8
42,16
60,16
84,9
57,2
99,2
47,5
16,6
92,6
42,16
89,3
67,16
99,9
62,3
77,4
81,9
8,18
58,4
45,5
33,8
89,4
66,14
35,16
87,14
6,6
44,5
13,13
51,5
14,10
17,15
15,4
45,19
28,17
98,10
25,8
17,14
23,9
30,12
20,14
25,11
